"Laboratory","Facility","Country","City","Sample Population","Sample Sub-Population","Reference Sample Type","Sample Set","Reference Method","Repeats","Blinding","Test Type","Test Format","Use Case","Test Name","Manufacturer","Catalog Number","Lot Number","Index Sample Type","Target","Antigen Used for Detection","RNA Extraction Kit","Estimated LoD","LoD Unit","Higher Cut-off","Lower Cut-off","Ct Value","Days of Sickness","Total Positive","Total Negative","True Positive","True Negative","Sensitivity","Specificity","Link to Publication","DOI","Comments"
"Centre National de Référence (CNR) Virus des Infections Respiratoires","Public Health","France","Paris","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs","Retrospective set","RT-PCR","High concentration pools: tested once; Low/neg concentration pools: tested in triplicate","Not available","Molecular","Manual PCR","Not available","2019-Novel Coronavirus (2019-nCoV) RT-PCR Detection Kit","Shanghai Fosun Long March Medical Science Co.,Ltd.","Not available","Not available","Nasopharyngeal swabs","Frozen RNA","Not available","Extraction NucleoSpin Dx Virus (Réf. Macherey Nagel 740895.50)","Not available","Not available","Not available","Not available","33","Overall","8","1","8","1","100","100","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","Not available","Not available"
"Centre National de Référence (CNR) Virus des Infections Respiratoires","Public Health","France","Paris","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs","Retrospective set","RT-PCR","High concentration pools: tested once; Low/neg concentration pools: tested in triplicate","Not available","Molecular","Manual PCR","Not available","ID HRM SARS-COV-2 Triplex","ID.VET","Not available","Not available","Nasopharyngeal swabs","Frozen RNA","Not available","Extraction NucleoSpin Dx Virus (Réf. Macherey Nagel 740895.50)","Not available","Not available","Not available","Not available","Not available","Overall","8","1","8","1","100","100","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","Not available","Analysis of results through online software; no Ct values given, only binary outcome"
"Centre National de Référence (CNR) Virus des Infections Respiratoires","Public Health","France","Paris","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs","Retrospective set","RT-PCR","High concentration pools tested once Intermediate concentration/negative pools tested in triplicate Low concentration pools tested x5","Not available","Molecular","Integrated system","Not available","Novadiagü¾¼ COVID-19 + InfA/B (lab-based & near-POC)","Mobidiag","Not available","Not available","Nasopharyngeal swabs","Fresh RNA extracted","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","8","1","7","1","87.5","100","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","Not available","Binary result, no Ct"
"Centre National de Référence (CNR) Virus des Infections Respiratoires","Public Health","France","Paris","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs","Retrospective set","RT-PCR","High concentration pools tested: x1 Intermediate concentration pools tested: x4 or x5 Negative pools tested: x2","Not available","Molecular","Manual PCR","Not available","COVID-19 Multiplex Crystal Digital PCR detection kit","STILLA","Not available","Not available","Nasopharyngeal swabs","Frozen RNA","Not available","Extraction NucleoSpin Dx Virus (Réf. Macherey Nagel 740895.50)","Not available","Not available","Not available","Not available","Not available","Overall","8","1","8","1","100","100","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","Not available","Multiplex closed system amplification. Binary result only, no Ct provided. Method is quantitative"
"Centre National de Référence (CNR) Virus des Infections Respiratoires","Public Health","France","Paris","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs","Retrospective set","RT-PCR","High concentration pools: tested once; Low/neg concentration pools: tested in triplicate","Not available","Molecular","Manual isothermal amplification","Not available","SmartAmp Covid-19 (Lamp system)","EMG / MSE","Not available","Not available","Nasopharyngeal swabs","Fresh RNA extracted","Not available","LifeCase RNA extraction","Not available","Not available","Not available","Not available","Not available","Overall","8","1","7","1","87.5","100","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","Not available","Amplification compared between: LifeCase and LightCycler 480: same performance"
"Department of Clinical Laboratory - Saitama Medical University","Hospital","Japan","Not available","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Immunochromatographic test","Detection of current infection","One Step Novel Coronavirus (COVID-19) IgM/IgG Antibody Test","Artron Laboratories Inc.","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Early (~1-7)","90","Not available","25","Not available","27.8","Not available","https://www.medrxiv.org/content/10.1101/2020.04.22.20075564v1.full.pdf","10.1101/2020.04.22.20075564","Specificity was calculated using stored serum samples collected in early 2019"
"Department of Clinical Laboratory - Saitama Medical University","Hospital","Japan","Not available","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Immunochromatographic test","Detection of current infection","One Step Novel Coronavirus (COVID-19) IgM/IgG Antibody Test","Artron Laboratories Inc.","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Intermediate (~8-14)","25","Not available","12","Not available","48","Not available","https://www.medrxiv.org/content/10.1101/2020.04.22.20075564v1.full.pdf","10.1101/2020.04.22.20075564","Specificity was calculated using stored serum samples collected in early 2019"
"Department of Clinical Laboratory - Saitama Medical University","Hospital","Japan","Not available","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Immunochromatographic test","Detection of current infection","One Step Novel Coronavirus (COVID-19) IgM/IgG Antibody Test","Artron Laboratories Inc.","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Late (>14)","24","Not available","23","Not available","95.8","Not available","https://www.medrxiv.org/content/10.1101/2020.04.22.20075564v1.full.pdf","10.1101/2020.04.22.20075564","Specificity was calculated using stored serum samples collected in early 2019"
"Department of Clinical Laboratory - Saitama Medical University","Hospital","Japan","Not available","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Antibody","Immunochromatographic test","Detection of current infection","One Step Novel Coronavirus (COVID-19) IgM/IgG Antibody Test","Artron Laboratories Inc.","Not available","Not available","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","139","48","60","47","43.2","97.9","https://www.medrxiv.org/content/10.1101/2020.04.22.20075564v1.full.pdf","10.1101/2020.04.22.20075564","Specificity was calculated using stored serum samples collected in early 2019"
"Centre National de Référence (CNR) des Virus des Infections Respiratoires Institut des Agents infectieux, Centre de Biologie et Pathologie Nord","Public Health","France","Lyon","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Molecular","Manual PCR","Not available","VIASURE SARS-CoV-2 Real Time PCR Detection Kit","CerTest Biotec, S.L.","Not available","Not available","Nasopharyngeal swabs","Frozen RNA","Not available","EMAG® bioMérieux","Not available","Not available","Not available","Not available","44.8","Overall","18","2","17","2","94.4","100","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","Not available","Ct value is highest value across either loci detected positive."
"Centre National de Référence (CNR) des Virus des Infections Respiratoires Centre de Biologie et Pathologie Nord","Public Health","France","Lyon","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs","Retrospective set","RT-PCR","Triplicates","Not available","Molecular","Integrated system","Not available","BioFire COVID-19 Test","bioMü¾¼rieux SA","Not available","Not available","Nasopharyngeal swabs","Specimen without RNA extraction","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","11","4","11","4","100","100","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","Not available","Positive results corresponded to Ct range 19-35.9 on reference method"
"Centre National de Référence des virus des infections respiratoires Centre de Biologie et Pathologie Nord","Public Health","France","Lyon","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs; Tracheal aspirate","Retrospective set","RT-PCR","Not available","Not available","Molecular","Manual PCR","Not available","Bosphore Novel Coronavirus (2019-nCoV) Detection Kit","Anatolia Geneworks","ABCOW5","Not available","Nasopharyngeal swabs; Tracheal aspirate","Frozen RNA","Not available","EMAG® bioMérieux","Not available","Not available","Not available","Not available","33","Overall","10","3","8","3","80","100","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","Not available","Some samples needed repeating; results given are final outcomes from Table 1 & 2 Ct given is highest value for a positively detected sample"
"Laboratoire associé au Centre National de Référence des virus des infections respiratoires Centre de Biologie et Pathologie Nord","Public Health","France","Lyon","Confirmed COVID-19 patients","Not available","Nasopharyngeal swabs","Retrospective set","RT-PCR","Not available","Not available","Molecular","Manual PCR","Not available","UltraGene Combo2Screen SARS-CoV-2 Assay","Advanced Biological Laboratories SA","139A100","Not available","Nasopharyngeal swabs","Frozen RNA","Not available","EMAG® bioMérieux","Not available","Not available","Not available","Not available","35.7","Overall","10","2","8","2","80","100","https://www.sfm-microbiologie.org/2020/04/03/covid-19/","Not available","Ct value reported was highest for a positively detected sample"
"Tongji Medical College, Huazhong University of Science and Technology","Hospital","China","Wuhan","Symptomatic patients","Not available","Nasopharyngeal swabs; Oropharyngeal swabs","Prospectively collected set","RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","IgG/IgM ELISA kit","Zhuhai Livzon Diagnostics Inc","Not available","20200308","Serum","IgG","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","24","60","17","57","70.8","Not available","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7188146/pdf/ciaa461.pdf","10.1093/cid/ciaa461","Diagnostic value of serological IgM and IgG antibodies for suspected COVID-19 pneumonia patients was evaluated in 24 patients with negative nucleic acid tests."
"Tongji Medical College, Huazhong University of Science and Technology","Hospital","China","Wuhan","Symptomatic patients","Not available","Nasopharyngeal swabs; Oropharyngeal swabs","Prospectively collected set","RT-PCR","Not available","Not available","Antibody","Enzyme-linked immunosorbent assay (ELISA)","Detection of current infection","IgG/IgM ELISA kit","Zhuhai Livzon Diagnostics Inc","Not available","20200308","Serum","IgM","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Overall","24","60","21","60","87.5","100","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7188146/pdf/ciaa461.pdf","10.1093/cid/ciaa461","Diagnostic value of serological IgM and IgG antibodies for suspected COVID-19 pneumonia patients was evaluated in 24 patients with negative nucleic acid tests."
